#,Group,Component_Name,PN,SN,Is_Installed,Born_on_Aircraft,1_Date_of_First_Installation,2_Hours_at_First_Install,2_Cycles_at_First_Install,3_Overhaul_History,4_Repair_History,5_Modification_Status_SBs,6_Last_Parts_Certificate,7_TSN_at_Last_Shop_Visit,8_Accrued_Since_Last_Overhaul,9_Current_Part_Total_Time,10_Remaining_to_Overhaul_or_Scrap,11_Part_Identity,n_Form1s_found,n_Work_Events_found,Evidence_Source_Files
11,B,APU TURBINE ROTOR (LLP),70721725-5,18-156101-03787,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 70721725-5 | SN: 18-156101-03787 | Desc: APU - DISCARD TURBINE ROTOR OF THE AUXILIARY POWER UNIT (APU) TURBINE ROTOR | Pos: Unknown | Category: Unknown,0,0,Annex 1 – Life Limited & Overhaul Components Status Report.pdf
12,B,MAIN NICAD BATTERY (Saft),1756-3,0905200213796,Removed,No,Unknown,Unknown,Unknown,NIL,NIL,NIL,Tracking 9123/2020 — easa_form_one — ,Read from techlog at cert date,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 1756-3 | SN: 0905200213796 | Desc: MAIN NICAD BATTERY (Saft) | Pos: Unknown | Category: Unknown,2,0,"CL650-6134_bo1_bi2_MO77897_6134-20-01_13-Mar-2020.pdf, CL650-6134_bo2_bi8_CL65HBJTZ017MX_6134-21-15_10-Sep-2021.pdf"
13,B,MAIN BATTERY (Bombardier-ref),601R59041-3,09052000A3208,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),"PN: 601R59041-3 | SN: 09052000A3208 | Desc: BATTERY, MAIN, MODEL 1756-3 | Pos: Unknown | Category: Unknown",0,0,CALENDAR.pdf
14,B,BRACKET,228-50162-565,NSN,Installed,No,Unknown,Unknown,Unknown,NIL,NIL,NIL,Tracking 100010187496 - 1 — easa_form_one — ,Read from techlog at cert date,N/A — never overhauled,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 228-50162-565 | SN: NSN | Desc: BRACKET | Pos: Unknown | Category: Non-serialised,1,0,CL650-6134_bo2_bi9_CL65HBJTZ018MX_35666_23-Dec-2021.pdf
15,B,L/H HSTA TRUNNION SUPPORT (LLP),601R92386-3,SN1854,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),Limit 20000H; remaining ?H,PN: 601R92386-3 | SN: SN1854 | Desc: DISCARD OF THE L/H LOWER HORIZONTAL-STABILIZER TRIM-ACTUATOR (HSTA) TRUNNION SUPPORT; PART NO. 601R92386-1/-3 | Pos: Unknown | Category: LLP,0,0,Annex 1 – Life Limited & Overhaul Components Status Report.pdf
16,B,R/H HSTA TRUNNION SUPPORT (LLP),601R92386-3,SN1841,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),Limit 20000H; remaining ?H,PN: 601R92386-3 | SN: SN1841 | Desc: DISCARD OF THE R/H UPPER HORIZONTAL-STABILIZER TRIM-ACTUATOR (HSTA) TRUNNION SUPPORT; PART NO. 601R92386-1/-3 | Pos: Unknown | Category: LLP,0,0,Annex 1 – Life Limited & Overhaul Components Status Report.pdf
17,B,DUCT ASSY,228-56334-103,2114592501,Installed,No,18 December 2021,Unknown,Unknown,NIL,NIL,NIL,Tracking 6002372753-59224F — tcca_form_one — 18 December 2021,Read from techlog at cert date,N/A — never overhauled,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 228-56334-103 | SN: 2114592501 | Desc: DUCT ASSY | Pos: Unknown | Category: Unknown,2,0,CL650-6134_bo2_bi9_CL65HBJTZ018MX_35666_23-Dec-2021.pdf
18,B,FAN SENSOR,625692-2,089C-1231,Installed,No,Unknown,Unknown,Unknown,NIL,NIL,NIL,"Tracking 1912020040102FFF
DLV-0034760 — tcca_form_one — ",Read from techlog at cert date,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 625692-2 | SN: 089C-1231 | Desc: FAN SENSOR | Pos: Unknown | Category: Unknown,1,0,CL650-6134_bo2_bi9_CL65HBJTZ018MX_35666_23-Dec-2021.pdf
19,B,LABEL (Bombardier batch),40962-1,SO2011084,Installed,No,05/Jan/2021,Unknown,Unknown,NIL,NIL,NIL,Tracking 4100583501900001001 — tcca_form_one — 05/Jan/2021,Read from techlog at cert date,N/A — never overhauled,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 40962-1 | SN: SO2011084 | Desc: LABEL (Bombardier batch) | Pos: Unknown | Category: Unknown,2,0,CL650-6134_bo1_bi5_182684 2of 2_6134-21-01_02-Mar-2021.pdf
20,B,LATERAL ACCELEROMETER,600-59199-9,DT6325N,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 600-59199-9 | SN: DT6325N | Desc: LATERAL ACCELEROMETER | Pos: Unknown | Category: Unknown,0,1,CL650-6134_bo1_bi2_2020-02-19-2866_6134-20-05_06-Mar-2020.pdf
21,B,STAY BRACE,A3372-1,NSN,Installed,No,27/JUN/2019,Unknown,Unknown,NIL,NIL,NIL,Tracking 100009980802 - 1 — easa_form_one — 27/JUN/2019,Read from techlog at cert date,N/A — never overhauled,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: A3372-1 | SN: NSN | Desc: STAY BRACE | Pos: Unknown | Category: Non-serialised,1,0,CL650-6134_bo2_bi9_CL65HBJTZ018MX_35666_23-Dec-2021.pdf
22,B,STALL PROTECTION COMPUTER,54303-6C35,M3833,Installed,No,25/Oct/2019,Unknown,Unknown,NIL,25/Oct/2019 (cert RN125911),NIL,Tracking RN125911 — easa_form_one — 25/Oct/2019,Read from techlog at cert date,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 54303-6C35 | SN: M3833 | Desc: STALL PROTECTION COMPUTER | Pos: Unknown | Category: Unknown,1,1,CL650-6134_bo1_bi2_2020-02-19-2866_6134-20-05_06-Mar-2020.pdf
23,B,EMERGENCY LIGHT POWER SUPPLY,60-1321-1,26558,Installed,Yes,2019-02-20,0:00,0,NIL,NIL,NIL,Birth Form 1 — OEM serialisation listing,N/A — never been to shop,N/A — never overhauled,559:25,N/A (non-LLP / on-condition),"PN: 60-1321-1 | SN: 26558 | Desc: UNIT, POWER SUPPLY, EMERGENCY | Pos: COCKPIT/EMERGENCY LIGHT | Category: Unknown",0,0,"190220_HB-JTZ_PART_NUMBERS.pdf, ATA CHAPTERS.pdf, CALENDAR.pdf, PART NUMBERS.pdf"
24,C,TIRE 18X4.4/12/210 (dup of #10),031-614-0,8065S00381,Installed,No,Unknown,Unknown,Unknown,NIL,NIL,NIL,Tracking 18/18934 / NKE / N / B — easa_form_one — ,Read from techlog at cert date,N/A — never overhauled,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 031-614-0 | SN: 8065S00381 | Desc: TIRE 18X4.4/12/210 (dup of #10) | Pos: Unknown | Category: Unknown,1,0,CL650-6134_bo2_bi7_CL65HBJTZ015MX_6134-21-13_16-Jul-2021.pdf
25,C,"BATTERY (MAIN) — different unit, ed=2",024657-000,8905200213796,Unknown,Yes,2019-02-20,0:00,0,? (cert CR0000041998); 16 FEB 2022 (cert ER0000039462),NIL,NIL,Birth Form 1 — OEM serialisation listing,N/A — never been to shop,Compute from techlog (current AC TT − overhaul AC TT),Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),"PN: 024657-000 (alt: 24637-000) | SN: 8905200213796 | Desc: BATTERY, MAIN, MODEL 1756-3 | Pos: NOSE AVIONIC BAY | Category: Unknown",2,2,"190220_HB-JTZ_PART_NUMBERS.pdf, CL650-6134_bo1_bi1_2019-08-23-2227_6134-19-08_28-Aug-2019.pdf, CL650-6134_bo2_bi10_247470 1 of 2_96560_19-Feb-2022.pdf, CL650-6134_bo3_bi12_21563_21729_69111Rev.1_18-Oct-2022.pdf"
26,C,NICAD BATTERY (Saft),024453-000,090520021095E,Installed,Yes,2019-02-20,0:00,0,? (cert CR0000041997); 11 AUG 2022 (cert ER000041997); 16 FEB 2022 (cert ER0000039463),NIL,NIL,Birth Form 1 — OEM serialisation listing,N/A — never been to shop,Compute from techlog (current AC TT − overhaul AC TT),Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),"PN: 024453-000 | SN: 090520021095E | Desc: BATTERY, APU, MODEL 40178-24 | Pos: APU BATTERY | Category: Unknown",3,2,"190220_HB-JTZ_PART_NUMBERS.pdf, CL650-6134_bo1_bi1_2019-08-23-2227_6134-19-08_28-Aug-2019.pdf, CL650-6134_bo3_bi11_247470 2 of 2_96560_19-Feb-2022.pdf, CL650-6134_bo3_bi12_21563_21729_69111Rev.1_18-Oct-2022.pdf"
27,C,NICAD BATTERY (Saft) — OCR variant 2,024453-000,090520021095E,Installed,Yes,2019-02-20,0:00,0,? (cert CR0000041997); 11 AUG 2022 (cert ER000041997); 16 FEB 2022 (cert ER0000039463),NIL,NIL,Birth Form 1 — OEM serialisation listing,N/A — never been to shop,Compute from techlog (current AC TT − overhaul AC TT),Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),"PN: 024453-000 | SN: 090520021095E | Desc: BATTERY, APU, MODEL 40178-24 | Pos: APU BATTERY | Category: Unknown",3,2,"190220_HB-JTZ_PART_NUMBERS.pdf, CL650-6134_bo1_bi1_2019-08-23-2227_6134-19-08_28-Aug-2019.pdf, CL650-6134_bo3_bi11_247470 2 of 2_96560_19-Feb-2022.pdf, CL650-6134_bo3_bi12_21563_21729_69111Rev.1_18-Oct-2022.pdf"
28,C,MAIN NICAD BATTERY (Saft) — OCR variant 3,1756-3,0905200213796,Removed,No,Unknown,Unknown,Unknown,NIL,NIL,NIL,Tracking 9123/2020 — easa_form_one — ,Read from techlog at cert date,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 1756-3 | SN: 0905200213796 | Desc: MAIN NICAD BATTERY (Saft) — OCR variant 3 | Pos: Unknown | Category: Unknown,2,0,"CL650-6134_bo1_bi2_MO77897_6134-20-01_13-Mar-2020.pdf, CL650-6134_bo2_bi8_CL65HBJTZ017MX_6134-21-15_10-Sep-2021.pdf"
29,C,INTEGRATED STANDBY INSTRUMENT (ISI),C16786MA01,C16786026816,Installed,Yes,2019-02-20,0:00,0,NIL,NIL,NIL,Birth Form 1 — OEM serialisation listing,N/A — never been to shop,N/A — never overhauled,559:25,N/A (non-LLP / on-condition),"PN: C16786MA01 | SN: C16786026816 | Desc: INSTRUMENT, INTEGRATED STANDBY | Pos: AVIONICS BAY ISI | Category: Unknown",0,0,"190220_HB-JTZ_PART_NUMBERS.pdf, ATA CHAPTERS.pdf, PART NUMBERS.pdf"
30,C,LOCKWIRE (consumable),MS20995F32,3158,N/A — Consumable,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: MS20995F32 | SN: 3158 | Desc: LOCKWIRE (consumable) | Pos: Unknown | Category: Consumable,0,1,CL650-6134_bo1_bi2_2020-01-24-2790_6134-20-04_07-Feb-2020.pdf
31,C,LATERAL ACCELEROMETER (dup of #20),600-59199-9,DT6325N,Installed,No,GAP_IN_DOSSIER,GAP,GAP,NIL,NIL,NIL,GAP_IN_DOSSIER,GAP,N/A,Compute (sum of install→removal arcs),N/A (non-LLP / on-condition),PN: 600-59199-9 | SN: DT6325N | Desc: LATERAL ACCELEROMETER (dup of #20) | Pos: Unknown | Category: Unknown,0,1,CL650-6134_bo1_bi2_2020-02-19-2866_6134-20-05_06-Mar-2020.pdf
32,C,FLIGHT DATA RECORDER,2100-2245-22,001279641,Installed,Yes,2019-02-20,0:00,0,NIL,NIL,"9,13,17,",Birth Form 1 — OEM serialisation listing,N/A — never been to shop,N/A — never overhauled,559:25,N/A (non-LLP / on-condition),"PN: 2100-2245-22 | SN: 001279641 | Desc: RECORDER, FLIGHT DATA | Pos: FLIGHT DATA RECORDER AFT FS770 | Category: Unknown",0,0,"190220_HB-JTZ_PART_NUMBERS.pdf, ATA CHAPTERS.pdf, PART NUMBERS.pdf"
